,0,1
17894,হিমু,hɪmu
17895,মুড়ির,muɽɪɾ
17896,মিলের,mɪleɾ
17897,শুক্রাণু,ʃukɾɐnu
17898,যেটি,ɟetɪ
17899,নিষেক,nɪʃek
17900,দায়ভার,d̪ɐʲbʱɐɾ
17901,জিভ,ɟɪbʱ
17902,ভেজাবেন,bʱeɟɐben
17903,ঠোঁটে,tʰeɐ̯̃te
17904,রুক্ষভাব,ɾukkʰobʱɐb
17905,টুকিটাকিতে,tukɪtɐkɪt̪e
17906,রফিকসহ,ɾofɪkʃɔho
17907,যুবরাজের,ɟubɔɾɐɟeɾ
17908,শবনমের,ʃɔbnmeɾ
17909,কোয়ালিফাই,koʷɐlɪfɐɪ̯
17910,অফিসিয়ালি,ɔpʰɪʃɪʲɐlɪ
17911,ইলিয়টগঞ্জ,ɪlɪʲtgɔnɟ
17912,নির্মূল,nɪɾmul
17913,ব্যাগটি,bɛgtɪ
17914,বয়কট,bɔʲkt
17915,এবারে,ebɐɾe
17916,অত্যাচারের,ɔt̪t̪ɐcɐɾeɾ
17917,ভেঙেছে,bʱeŋecʰe
17918,লেপ-কম্বলও,lep-kɔmboloː
17919,এরকম,eɾokom
17920,‘জালিয়াতির,‘ɟɐlɪʲɐt̪ɪɾ
17921,সাব-রেজিস্ট্রার,sɐb-ɾeɟɪstɾɐɾ
17922,অডিটে,ɔdɪte
17923,আইওয়া,ɐ͡ɪ̯͡o̯ʷɐ
17924,ক্যারোলিনা,kɛɾolɪnɐ
17925,হ্যাম্পশায়ারের,hɛmpʃɐʲɐɾeɾ
17926,ফলশ্র“তিতে,pʰɔlosɾo“t̪ɪt̪e
17927,হারুনের,hɐɾuneɾ
17928,খাঁর,kʰɐ̃ɾ
17929,পল্লবী,pɔllobɪ
17930,অস্ট্রেলিয়াসহ,ɔstɾelɪɐʃɔho
17931,সেগুলোতে,ʃegulot̪e
17932,ভোল্টেজে,bʱolteɟe
17933,মিউনিখকে,mɪu̯nɪkʰke
17934,চামড়ায়,cɐmɽɐe̯
17935,নৌকায়,nou̯kɐe̯
17936,মাখানো,mɐkʰɐno
17937,করিমুল,koɾɪmul
17938,সিরাজী,ʃɪɾɐɟɪ
17939,আক্তারসহ,ɐkt̪ɐɾʃɔho
17940,নার্সরা,nɐɾsɾɐ
17941,সচেষ্টও,ʃɔceʃtooː
17942,প্রচারণার,pɾocɐɾonɐɾ
17943,তরুণেরও,t̪oɾuneɾo
17944,কোম্পানীগঞ্জে,kompɐnɪgɔnɟe
17945,মিয়াসহ,mɪʲɐʃɔho
17946,অস্ত্রশস্ত্র,ɔst̪ɾoʃɔst̪ɾo
17947,নৌগাম,nou̯gɐm
17948,অনুপ্রবেশকারী,onupɾobeʃkɐɾɪ
17949,হাসি-আনন্দ,hɐʃɪ-ɐnnd̪o
17950,অনন্যা,ɔnonnɐ
17951,ছৈয়দুর,cʰoɪ̯ʲd̪uɾ
17952,খুইল্যা,kʰuɪ̯llɐ
17953,মাহবুবউল,mɐhobubɔu̯l
17954,বাটপারের,bɐtpɐɾeɾ
17955,ওলামাকে,olɐmɐke
17956,শাবনূরও,ʃɐbnuɾoː
17957,ডোনার,donɐɾ
17958,মাকাডোর,mɐkɐdoɾ
17959,সন্তানও,ʃɔnt̪ɐno
17960,বস্ত্র,bost̪ɾo
17961,ধাতক,d̪ʱɐt̪ok
17962,চালসহ,cɐlʃɔho
17963,মছের,mɔcʰeɾ
17964,ফুলবতি,pʰulbot̪ɪ
17965,শমসের,ʃɔmʃeɾ
17966,মুন্সীর,munʃɪɾ
17967,প্রধানমন্ত্রীও,pɾod̪ʱɐnmont̪ɾɪo
17968,ববির,bobɪɾ
17969,রণবীর,ɾɐnbɪɾ
17970,পরেরগুলো,pɔɾeɾgulo
17971,শেষদিনে,ʃeʃd̪ɪne
17972,খুঁড়িয়ে,kʰũɽɪʲe
17973,মদিনা,mod̪ɪnɐ
17974,জানান-গফরগাঁও,ɟɐnɐn-gɔpʰɔɾgɐ̃o
17975,মুনজুর,munɟuɾ
17976,উপকার,upokɐɾ
17977,মণ্ডলপাড়া,mɔndolpɐɽɐ
17978,আজিমপুরের,ɐɟɪmpuɾeɾ
17979,ফিজিও,pʰɪɟɪo̯
17980,হ্রদ,ɾɔd̪
17981,মারাত্মকভাবে,mɐɾɐt̪kbʱɐbe
17982,মরনের,mɔɾoneɾ
17983,অর্ধ,ɔɾd̪ʱo
17984,গলিত,golɪt̪o
17985,হুমকিতে,humkɪt̪e
17986,পদোন্নতি,pɔd̪onnot̪ɪ
17987,পদাবনতির,pɔd̪ɐbonot̪ɪɾ
17988,সুযোগই,ʃuɟogɪ
17989,পিস,pɪs
17990,উদ্বেগজনক,ud̪begɟɔnok
17991,অ্যাশেজ,ɛʃeɟ
17992,মধ্যস্থতার,mod̪d̪ʱost̪ʰot̪ɐɾ
17993,ক্রীড়ামন্ত্রী,kɾɪɽɐmont̪ɾɪ
17994,রসুলবাগ,ɾoʃulbɐg
17995,কূটনীতিক,kutnɪt̪ɪk
17996,ওয়াশিংটন,oʷɐʃɪŋton
17997,কুয়ালালামপুর,kuɐlɐlɐmpuɾ
17998,কায়রোতে,kɐʲɾot̪e
17999,উদ্ধোধক,উদ্বোধক
18000,কেন্দ,কেন্দ্র
18001,ীয়,ɪʲo
18002,মোঃ,mohɐmmɔd̪
18003,আরিফুর,ɐɾɪpʰuɾ
18004,বর্ষণে,bɔɾʃone
18005,শহরসহ,ʃɔhoɾʃɔho
18006,দুষ্কৃৃতকারীরা,d̪uʃkɾɪɾɪt̪okɐɾɪɾɐ
18007,শয়নের,ʃɔʲoneɾ
18008,কাটে,kɐte
18009,কাটছিল,kɐtcʰɪlo
18010,এহসানুল,ehoʃɐnul
18011,জেএসএস,ɟee̯ʃɔe̯s
18012,সভ্যতা,ʃɔbbʱot̪ɐ
18013,তদন্তকালে,t̪ɔd̪ont̪okɐle
18014,নকলনবিস,nkɔlonbɪʃ
18015,মুরাদই,muɾɐd̪oɪ̯
18016,দেখাতেন,d̪ɛkʰɐt̪en
18017,প্রেসিডেন্টরা,pɾesɪdentɾɐ
18018,ডাইরেক্টরসহ,dɐɪ̯ɾektɔɾʃɔho
18019,নির্বাহীরা,nɪɾbɐhɪɾɐ
18020,উপার্জনকারী,upɐɾɟonkɐɾɪ
18021,ভাগনা,bʱɐgonɐ
18022,গ্রামটি,gɾɐmtɪ
18023,উত্তেজনায়,ut̪t̪eɟɔnɐe̯
18024,ভরপুর,bʱɔɾpuɾ
18025,কমেডিয়ান,kɔmedɪʲɐn
18026,রিকি,ɾɪkɪ
18027,জার্ভেইস,ɟɐɾbʱeɪ̯ʃ
18028,কুসুম,kuʃum
18029,‘নাটকটির,‘nɐtɔktɪɾ
18030,সম্পা,ʃɔmpɐ
18031,বিপণনে,bɪpɔnne
18032,পুনর্বিবেচনা,punoɾbɪbecɔnɐ
18033,কনফিডেন্ট,konpʰɪdent
18034,কাঁদে,kɐ̃d̪e
18035,বেদনারসবটুকু,বেদনার
18036,শুষে,ɾɔŋ
18037,নিয়েআকাশ,ʃuʃe
18038,তারাজ্বলা,ɾɐt̪e
18039,বেনারসি,nɪl
18040,জাবেদ,ɟɐbed̪
18041,বন্যপ্রাণীর,bonnopɾɐnɪɾ
18042,আবাসস্থল,ɐbɐʃst̪ʰɔl
18043,ব্যাংকেই,bɛŋkeɪ
18044,এনপিটি,enpɪtɪ
18045,সিটিবিটি,sɪtɪbɪtɪ
18046,স্বাক্ষরকারী,ʃɐkkʰoɾkɐɾɪ
18047,নিরস্ত্রীকরণে,nɪɾɔst̪ɾɪkɔɾɔne
18048,রাজিক,ɾɐɟɪk
18049,দেশী,d̪eʃɪ
18050,ম্যাচেও,mɛceoː
18051,খুলনার,kʰulnɐɾ
18052,কাণ্ডারি,kɐndɐɾɪ
18053,মাহমুদউল্লাহ,mɐhmud̪ullɐh
18054,ব্যাচেলর,bɛcelɔɾ
18055,ঘুরছে,gʱuɾcʰe
18056,অনেকেই ,ɔnekeɪ
18057,হালুয়াঘাট,hɐluʷɐgʱɐt
18058,আমদানিকারকরা,ɐmd̪ɐnɪkɐɾokɾɐ
18059,বিধবা,bɪd̪ʱobɐ
18060,বক্সার,bɔksɐɾ
18061,প্রতিভাবান,pɾot̪ɪbʱɐbɐn
18062,হাজারো,hɐɟɐɾo
18063,পেপার,pepɐɾ
18064,ট্রান্সপন্ডার,tɾɐnspondɐɾ
18065,লিজের,lɪɟeɾ
18066,বৈদেশিক,boɪ̯d̪eʃɪk
18067,সফি,ʃopʰɪ
18068,সভা-সমাবেশসহ,ʃɔbʱɐ-ʃɔmɐbeʃʃɔho
18069,মহার্ঘ্য,mɔhɐɾgʱo
18070,ভাতাও,bʱɐt̪ɐo̯
18071,শিওরক্যাশের,ʃɪo̯ɾkɛʃeɾ
18072,আপডেট,ɐpdet
18073,খাচ্ছেন,kʰɐccʰen
18074,গাথা,gɐt̪ʰɐ
18075,এদিনের,ed̪ɪneɾ
18076,টাঙ্গাইলবাসীকে,tɐŋgɐɪ̯lbɐʃɪke
18077,ত্যাগ,t̪ɛg
18078,শেরেবাংলা,ʃeɾebɐŋlɐ
18079,তরুণীদের,t̪oɾunɪd̪eɾ
18080,অনু,onu
18081,কুদ্দুছের,kud̪d̪useɾ
18082,অনুপ্রবেশের,onupɾobeʃeɾ
18083,আনন্দমেলায়,ɐnond̪omɛlɐe̯
18084,স্বকণ্ঠে,ʃɔkɔntʰe
18085,উৎসবকে,ut̪ʃɔbke
18086,আনন্দমুখর,ɐnond̪omukʰoɾ
18087,বিক্ষুব্দ,বিক্ষুব্ধ
18088,জয়বাংলা,ɟɔʲbɐŋlɐ
18089,অগ্নিসংযোগ,ognɪʃɔŋɟog
18090,এ্যাপোলো,t̪ɛpolo
18091,হসপিটাল,hoʃopɪtɐl
18092,কর্মকর্তারাও,kɔɾmokɔɾt̪ɐɾɐo̯
18093,নিরুৎসাহিত,nɪɾut̪ʃɐhɪt̪o
18094,পরিণতি,poɾɪnot̪ɪ
18095,চলেছে?,colecʰe?
18096,বিশ্বসেরা,bɪʃʃoʃeɾɐ
18097,জল্পনা,ɟɔlponɐ
18098,তুঙ্গে,t̪uŋge
18099,মোকছেদুল,mokcʰed̪ul
18100,মালিকপক্ষের,mɐlɪkpokkʰeɾ
18101,দ্বন্দ্বের,d̪ɔnd̪eɾ
18102,ভিক্টোরিয়ান্সের,bʱɪktoɾɪʲɐnʃeɾ
18103,নাফিসা,nɐpʰɪsɐ
18104,প্রতিটা,pɾot̪ɪtɐ
18105,বিটিআরসির,bɪtɪɐɾsɪɾ
18106,সিটিসেল,sɪtɪsel
18107,মুসাকে,musɐke
18108,ন্যায়বিচারের,nɛʲbɪcɐɾeɾ
18109,পরিপন্থী-,poɾɪpɔnt̪ʰɪ-
18110,রাসেদ,ɾɐʃed̪
18111,চকিদারের,cokɪd̪ɐɾeɾ
18112,খেলোয়াড়ের,kʰeloʷɐɽeɾ
18113,খানিকটা,kʰɐnɪktɐ
18114,জড়ায়,ɟɔɽɐe̯
18115,নায়েক,nɐʲek
18116,খসড়া,kʰɔʃɽɐ
18117,সকালকে,ʃɔkɐlke
18118,অবক্ষয়গুলো,ɔbokkʰɔe̯gulo
18119,সুজানগরে,ʃuɟɐnɔgoɾe
18120,ক্রীড়াসুজানগরে,ক্রীড়া
18121,কিন্ডারগার্টেনের,kɪndɐɾgɐɾteneɾ
18122,স্যুভেনির,sɛu̯bʱenɪɾ
18123,ছাপানো,cʰɐpɐno
18124,দেশগুলোর,d̪eʃguloɾ
18125,রেমিটেন্স,ɾemɪtens
18126,রায়,ɾɐe̯
18127,হরণ,hɔɾon
18128,রক্তক্ষরণও,ɾɔkt̪okkʰɔɾonː
18129,প্রতিষ্ঠাবার্ষিকীর,pɾot̪ɪʃtʱɐbɐɾʃɪkɪɾ
18130,শুভলগ্নে,ʃubʱolɔgne
18131,মাধ্যমের,mɐd̪d̪ʱomeɾ
18132,লায়েক,lɐʲek
18133,সুরমার,ʃuɾmɐɾ
18134,মোগলাবাজার,মোগলা
18135,সিলাম,t̪ʰɐnɐɾ
18136,বীরাহাম,ɪu̯nɪʲoneɾ
18137,তাজপুর,t̪ɐɟpuɾ
18138,ছমির,cʰomɪɾ
18139,বালুখালী,bɐlukʰɐlɪ
18140,রিজার্ভবাজারের,ɾɪɟɐɾbʱbɐɟɐɾeɾ
18141,লঞ্চঘাটে,lɔncgʱɐte
18142,দরিদ্রই,d̪oɾɪd̪ɾoɪ̯
18143,অসহায়ও,ɔʃohɐʲo
18144,প্লেস,ples
18145,ধূমপানমুক্ত,d̪ʱumpɐnmukt̪o
18146,ইয়েমেনের,ɪʲemeneɾ
18147,আবিয়ান,ɐbɪʲɐn
18148,বাইদা,bɐɪ̯d̪ɐ
18149,শাবওয়া,ʃɐboʷɐ
18150,আস্তানা,ɐst̪ɐnɐ
18151,বাবা?,bɐbɐ?
18152,উত্তরে,ut̪t̪ɔɾe
18153,ফাটলের,pʰɐtoleɾ
18154,জিজ্ঞাবাদ,ɟɪggɐbɐd̪
18155,খোলামেলা,kʰolɐmɛlɐ
18156,দাঁড়াবেন,d̪ɐ̃ɽɐben
18157,উর্ধ্বতন,uɾd̪ʱot̪on
18158,এশায়াত,eʃɐʲɐt̪
18159,সম্মেলনকে,ʃɔmmelonke
18160,মহানগরে,mɔhɐngoɾe
18161,পোস্টারিং,postɐɾɪŋ
18162,পেস্টুন,pestun
18163,মাইকিংয়ের,mɐɪ̯kɪŋʲeɾ
18164,কেমব্রিজ,kembɾɪɟ
18165,মাতুব্বরদের,mɐt̪ubbɔɾd̪eɾ
18166,সাঈদের,sɐɪd̪eɾ
18167,স্টুডিও,studɪo̯
18168,প্লেট,plet
18169,প্রিন্টার,pɾɪntɐɾ
18170,আল-আমিন,ɐl-ɐmɪn
18171,আলাউদ্দিনকে,ɐlɐu̯d̪d̪ɪnke
18172,বারিধারার,bɐɾɪd̪ʱɐɾɐɾ
18173,পারুলিয়া,pɐɾulɪʲɐ
18174,ডবলমুরিং,dɔbolmuɾɪŋ
18175,পোস্তার,post̪ɐɾ
18176,বদিউজ্জামান,bɔd̪ɪu̯ɟɟɐmɐn
18177,খোলাই,kʰolɐɪ
18178,বাঁচা,bɐ̃cɐ
18179,মরার,mɔɾɐɾ
18180,শামিয়ানা,ʃɐmɪʲɐnɐ
18181,শোতে,ʃot̪e
18182,নিলাম,nɪlɐm
18183,চার্জও,cɐɾɟo
18184,দিরহাম,d̪ɪɾɔhɐm
18185,চাকুরির,cɐkuɾɪɾ
18186,আমারে,ɐmɐɾe
18187,ছাড়ে,cʰɐɽe
18188,উত্থাপনের,ut̪t̪ʰɐponeɾ
18189,আয়েশাকে,ɐʲeʃɐke
18190,মাথাটি,mɐt̪ʰɐtɪ
18191,উদঘাটনে,ud̪gʱɐtone
18192,চক্রান্ত,cɔkɾɐnt̪o
18193,মানুষটির,mɐnuʃtɪɾ
18194,মতোই,mot̪oɪ̯
18195,মিটে,mɪte
18196,শিশুপল্লী,ʃɪʃupɔllɪ
18197,প্লাসের,plɐseɾ
18198,পেট্রিসিয়া,petɾɪsɪʲɐ
18199,ভিভিয়ান,bʱɪbʱɪʲɐn
18200,কের,keɾ
18201,প্লাসেই,plɐseɪ̯
18202,তারকাকে,t̪ɐɾkɐke
18203,গার্ডরা,gɐɾdɾɐ
18204,ইকোপার্কের,ɪkopɐɾkeɾ
18205,কাটেনি,kɐtenɪ
18206,লবিং,lobɪŋ
18207,শুধুই,ʃud̪ʱuɪː
18208,রোনাল্ডোই,ɾonɐldoɪ̯
18209,ইসকো,ɪʃko
18210,বেল,bel
18211,কাসেমিরোরা,kɐʃemɪɾoɾɐ
18212,উপসহকারী,upoʃɔhokɐɾɪ
18213,সিলভিয়া,sɪlvɪʲɐ
18214,ঈদগড়,ɪd̪gɔɽ
18215,ঈদগাঁও,ɪd̪gɐ̃o
18216,ভূমিধসের,bʱumɪd̪ʱɔʃeɾ
18217,প্লেজার,pleɟɐɾ
18218,ট্রিপে,tɾɪpe
18219,জোগার,ɟogɐɾ
18220,ইনসুলিন,ɪnosulɪn
18221,কেভন,kevɔn
18222,কুপার,kupɐɾ
18223,রাজশাহীকে,ɾɐɟʃɐhɪke
18224,গুমানিগঞ্জ,gumɐnɪgɔnɟ
18225,পবনপুর,pɔbonpuɾ
18226,দুর্বৃত্ত,d̪uɾbɾɪt̪t̪o
18227,বারতোপা,bɐɾt̪opɐ
18228,নাটাই,nɐtɐɪ̯
18229,ক্ষুদ্রব্রাহ্মণবাড়িয়া,kʰud̪ɾobɾɐmmonbɐɽɪʲɐ
18230,চমকটা,cɔmoktɐ
18231,উৎকর্ষ,ut̪kɔɾʃo
18232,সাধনের,ʃɐd̪ʱoneɾ
18233,বিনির্মাণে,bɪnɪɾmɐne
18234,দোকানও,d̪okɐno
18235,সাক্ষীও,ʃɐkkʰɪo
18236,চরিত্রেই,coɾɪt̪ɾeɪ̯
18237,বিতরণকালে,bɪt̪ɔɾonkɐle
18238,অরুন্ধতীসহ,oɾund̪ʱot̪ɪʃɔho
18239,‘বাংলাদেশের,‘bɐŋlɐd̪eʃeɾ
18240,প্রথিতযশা,pɾot̪ʰɪt̪ɟɔʃɐ
18241,জুম্মনের,ɟummoneɾ
18242,নাগরিককে,nɐgoɾɪkke
18243,ঝিমিয়ে,ɟʱɪmɪʲe
18244,মেম্বর,মেম্বার
18245,আব্দুর,ɐbd̪uɾ
18246,গাছকাটা,gɐcʰkɐtɐ
18247,আতঙ্কে,ɐt̪oŋke
18248,সেকারণে,ʃekɐɾone
18249,অনুধাবন,onud̪ʱɐbon
18250,অ্যাথলেটিক্স,ɛt̪ʰletɪks
18251,এএসএম,ee̯ʃɔe̯m
18252,সবকিছুর,ʃɔbkɪcʰuɾ
18253,যন্ত্রটির,ɟɔnt̪ɾotɪɾ
18254,পরীক্ষামূলক,poɾɪkkʰɐmulok
18255,সইতে,ʃɔɪ̯t̪e
18256,আঁড়ার,ɐ̃ɽɐɾ
18257,ডিপ্লোমা,dɪplomɐ
18258,ডালিয়া,dɐlɪʲɐ
18259,মাসউদুল,mɐʃou̯d̪ul
18260,রায়হানও,ɾɐe̯hɐno
18261,তৎকালীন,t̪ɔt̪kɐlɪn
18262,দানবীর,d̪ɐnbɪɾ
18263,ক্লাসিকোতে,klɐsɪkot̪e
18264,খুশিই,kʰuʃɪɪ̯
18265,‘রিয়াল,‘ɾɪʲɐl
18266,মাদ্রিদের,mɐd̪ɾɪd̪eɾ
18267,অংকটা,ɔŋokotɐ
18268,ছুঁতে,cʰũt̪e
18269,ফাজিল,pʰɐɟɪl
18270,সফিউল্লাহ,ʃopʰɪu̯llɐh
18271,হেলসেন,helsen
18272,মোহাম্মদপুরে,mohɐmmɔd̪puɾe
18273,দ্বিতীয়বর্ষের,d̪ɪt̪ɪʲobɔɾʃeɾ
18274,লেখান,lekʰɐn
18275,পিএসজিতে,pɪesɟɪt̪e
18276,পলোয়ানপুল,pɔloɐnpul
18277,এলাকায় ,elɐkɐe̯
18278,উদ্যোগও,ud̪d̪ogo
18279,তদন্তসংশ্লিষ্ট,t̪ɔd̪ont̪oʃɔŋslɪʃto
18280,স্তর,st̪ɔɾ
18281,দুর্গ,d̪uɾgo
18282,হাতছাড়া,hɐt̪cʰɐɽɐ
18283,শীষের,ʃɪʃeɾ
18284,নিশান,nɪʃɐn
18285,মাইক্রার,mɐɪ̯kɾɐɾ
18286,গাড়ি,gɐɽɪ
18287,গণভবনেও,gɔnobʱɔboneo̯
18288,শিল্পী-সাহিত্যিক,ʃɪlpɪ-ʃɐhɪt̪t̪ɪk
18289,বিশিষ্টজনরা,bɪʃɪʃtoɟɔnɾɐ
18290,বেনাউল,benɐu̯l
18291,বিশ্বজুড়ে,bɪʃʃoɟuɽe
18292,অতর্কিতভাবে,ɔt̪ɔɾkɪt̪obʱɐbe
18293,সীমারেখার,ʃɪmɐɾekʰɐɾ
18294,বিপুলকে,bɪpulke
18295,গণেশ,gɔneʃ
18296,ভাবিচা,bʱɐbɪcɐ
18297,পাইকড়া,pɐɪ̯kɔɽɐ
18298,তিস্তার,t̪ɪst̪ɐɾ
18299,নিলেও,nɪleo̯
18300,মমতার,mɔmot̪ɐɾ
18301,প্রাণতোষ,pɾɐnt̪oʃ
18302,প্রতিপক্ষদের,pɾot̪ɪpɔkkʰod̪eɾ
18303,শলাপরামর্শ,ʃɔlɐpɔɾɐmɔɾʃo
18304,সর্বতারা,ʃɔɾbot̪ɐɾɐ
18305,লিংকনের,lɪŋkoneɾ
18306,আক্তারের,ɐkt̪ɐɾeɾ
18307,এমকেএস,emkee̯ʃ
18308,শাসনামলেই,ʃɐʃonɐmɔleɪ̯
18309,নালন্দা,nɐlond̪ɐ
18310,আধঘণ্টা,ɐd̪ʱgʱɔntɐ
18311,দেড়েক,d̪eɽek
18312,নাফ,nɐpʰ
18313,দুঃখে,d̪ukkʰe
18314,নানু,nɐnu
18315,বাড়ি,bɐɽɪ
18316,পালিয়েছিল,pɐlɪʲecʰɪlo
18317,ছেলেটিও,cʰeletɪo̯
18318,ডেভেলপার,debʱelpɐɾ
18319,শিক্ষক-শিক্ষিকারা,ʃɪkkʰɔk-ʃɪkkʰɪkɐɾɐ
18320,লোকদেরও,lokd̪eɾo
18321,সমানভাবে,ʃɔmɐnbʱɐbe
18322,বার্লিন,bɐɾlɪn
18323,প্রাচীরের,pɾɐcɪɾeɾ
18324,পতনের,pɔt̪oneɾ
18325,জার্মানিকে,ɟɐɾmɐnɪke
18326,একত্রীকরণের,ɛkot̪ɾɪkɔɾɔneɾ
18327,বাসিন্দারাও,bɐʃɪnd̪ɐɾɐo̯
18328,অলিগলিতে,olɪgolɪt̪e
18329,কবরস্থান,kɔboɾost̪ʰɐn
18330,পুনরাবৃত্তি,punoɾɐbɾɪt̪t̪ɪ
18331,স্টেজ,steɟ
18332,ধারণাকে,d̪ʱɐɾonɐke
18333,অজি,oɟɪ
18334,চারবারের,cɐɾbɐɾeɾ
18335,এড়ায়,eɽɐe̯
18336,স্বাগতিকরা,ʃɐgot̪ɪkɔɾɐ
18337,খুলনায়,kʰulnɐe̯
18338,ভিওআইপি,bʱɪo̯ɐ̯ɪpɪ
18339,সরঞ্জামসহ,ʃɔɾonɟɐmʃɔho
18340,ফাঁকফোকর,pʰɐ̃kpʰokɔɾ
18341,ভাড়াটিয়ারা,bʱɐɽɐtɪʲɐɾɐ
18342,লাঠিয়াল,lɐtʰɪʲɐl
18343,হামলে,hɐmle
18344,মনা,mɔnɐ
18345,টিটু,tɪtu
18346,আলমারি,ɐlmɐɾɪ
18347,একদলীয়,ɛkd̪olɪʲo
18348,সভানেত্রীর,ʃɔbʱɐnet̪ɾɪɾ
18349,ঝরিয়ে,ɟʱɔɾɪʲe
18350,মিলটি,mɪltɪ
18351,শিগগির,ʃɪggɪɾ
18352,পুনর্গঠন,punoɾgɔtʰon
18353,চেয়ারপারসনকে,ceʲɐɾpɐɾʃonke
18354,একেএমএস,ɛkee̯mɔe̯s
18355,ফিলস্টার,pʰɪlstɐɾ
18356,ভক্ত-দর্শনার্থীর,bʱokt̪o-d̪ɔɾʃonɐɾt̪ʰɪɾ
18357,মহাপ্রসাদ,mɔhɐpɾoʃɐd̪
18358,কাকাত,kɐkɐt̪
18359,বেজপাড়া,beɟpɐɽɐ
18360,কমলেশ,kɔmoleʃ
18361,জয়ধ্বনি,ɟɔʲod̪ʱd̪ʱonɪ
18362,কুড়িয়েছেন,kuɽɪʲecʰen
18363,ঋতুতে,ɾɪt̪ut̪e
18364,আয়োজনেরও,ɐʲoɟoneɾo
18365,ফ্লোয়ারা,pʰloʷɐɾɐ
18366,ফুয়াদকে,pʰuʲɐd̪ke
18367,উদ্যোক্তারা,ud̪d̪okt̪ɐɾɐ
18368,রূপার,ɾupɐɾ
18369,ছোঁয়া,cʰõʷɐ
18370,নেতানেত্রীদের,net̪ɐnet̪ɾɪd̪eɾ
18371,দোহারের,d̪ohɐɾeɾ
18372,হাটাব,hɐtɐb
18373,বারৈপাড়,bɐɾoɪ̯pɐɽ
18374,নুরু,nuɾu
18375,গোয়ালবাড়ি,goʷɐlbɐɽɪ
18376,বিষপানে,bɪʃpɐne
18377,প্ররোচিত,pɾoɾocɪt̪o
18378,ব্যাশ,bɛʃ
18379,শেফিল্ড,ʃefɪld
18380,শিল্ডে,ʃɪlde
18381,আরবে,ɐɾɔbe
18382,কল,kɔl
18383,ভর্তিসংক্রান্ত,bʱɔɾt̪ɪʃɔŋkɾɐnt̪o
18384,পেতেন,pet̪en
18385,সফরকালীন,sɔpʰoɾkɐlɪn
18386,এফবিসিসিআইয়ের,epʰbɪsɪʃɪɐ̯ɪ̯ʲeɾ
18387,সেটিই,ʃetɪɪ
18388,বোনকে,bonke
18389,খেয়াঘাটে,kʰeʲɐgʱɐte
18390,বদলেছেন,bod̪lecʰen
18391,দেখভালের,d̪ekʰbʱɐleɾ
18392,সপ্তাহরও,ʃɔpt̪ɐhoɾo
18393,চিশতি,cɪʃt̪ɪ
18394,আনীত,ɐnɪt̪o
18395,পূর্বের,puɾbeɾ
18396,চন্দ্রিমা,cond̪ɾɪmɐ
